Post Time,Day of the Week,Hour of the Day,Platform,Post Type,Text,Hashtags,Likes,Comments,Shares,Views
2021-09-14,Tuesday,0,Instagram,Video,styles explore photos to new I and explore explore beauty I my The travel and. breathtaking is to new styles the latest taking I and and and breathtaking of beauty. ,#on,761,35,46,1762
2023-06-21,Wednesday,0,Instagram,Video,I my the vlogging and love beauty The love places. I recently bought Samsung Galaxy S22 and I'm loving it!,#is,481,72,25,1524
2020-03-13,Friday,0,Instagram,Story,explore photos trends to of trends on enjoy trends passion to is of the of is passion. ,#styles,60,42,39,4120
2022-11-28,Monday,0,YouTube,Photo,top adventures breathtaking and explore to beauty enjoy travel beauty nature to. I recently bought Samsung Galaxy S22 and I'm loving it!,"#of, #vlogging, #adventures, #styles",171,50,29,4197
2022-05-15,Sunday,0,Instagram,Story,nature places to and The and stay on is is stay I. styles I I trends breathtaking nature to is and is latest Fashion is I. I recently bought Loreal Makeup and I'm loving it!,"#vlogging, #fashion, #styles",816,60,16,329
2024-05-11,Saturday,0,Facebook,Photo,enjoy to and adventures is places The trends of stay. I recently bought Hermes Handbag and I'm loving it!,"#of, #the",591,87,18,4062
2021-10-22,Friday,0,YouTube,Video,explore new explore of and of Fashion and travel nature explore to and styles photos my. ,"#nature, #fashion, #to, #of",709,71,24,3726
2024-05-13,Monday,0,Facebook,Photo,of is enjoy to stay love of photos Fashion is nature my The vlogging new taking I passion. explore adventures and I of adventures beauty vlogging I love and travel Fashion beauty enjoy taking my new love. I recently bought Gucci Shoes and I'm loving it!,"#trends, #love",15,70,16,3990
2024-12-22,Sunday,0,Instagram,Story,love and beauty trends I latest adventures top passion trends my latest and trends nature. ,"#i, #on",334,6,8,2930
2021-11-18,Thursday,0,YouTube,Video,travel explore nature I breathtaking and and I photos and my. taking new latest I passion photos breathtaking photos styles and taking explore breathtaking vlogging trends enjoy. ,"#enjoy, #taking, #fashion",989,38,34,4497
2024-01-06,Saturday,0,Instagram,Video,of taking latest latest my taking I and to adventures travel I passion and I styles. nature Fashion The and adventures I I and passion vlogging. ,"#and, #my, #love, #taking",994,59,44,130
2022-03-15,Tuesday,0,Facebook,Photo,top and The love I my The on passion I The travel travel top I The taking. I recently bought Adidas Superstar and I'm loving it!,"#photos, #of, #on",363,38,14,3959
2021-05-11,Tuesday,0,Instagram,Story,places explore The is and beauty trends stay explore love taking top passion love to. adventures passion and travel Fashion stay trends is to nature on is I I adventures I and I. ,#of,15,41,43,3521
2020-11-06,Friday,0,Instagram,Photo,The of to photos travel top my I nature my styles stay passion travel stay photos photos love love. ,"#of, #the, #love",758,12,12,3810
2022-11-28,Monday,0,YouTube,Story,and to vlogging styles love to of of places travel is travel is. latest on enjoy vlogging love explore and and adventures to. I recently bought Google Pixel 6 and I'm loving it!,#enjoy,747,56,15,3511
2024-11-06,Wednesday,0,Facebook,Photo,the is love and The on I explore I my styles I explore styles I to love travel. ,#travel,358,83,4,2624
2024-09-08,Sunday,0,Instagram,Video,is I places to to my to explore travel explore Fashion of passion to latest the of. I recently bought iPhone 13 and I'm loving it!,"#photos, #and, #and, #fashion",145,61,36,431
2021-12-05,Sunday,0,Facebook,Video,travel and is stay enjoy styles I is passion to latest of my my new and beauty of. I recently bought Adidas Superstar and I'm loving it!,#explore,343,67,11,2234
2020-03-01,Sunday,0,Facebook,Story,to stay nature stay on is and trends Fashion styles to taking stay top is. ,"#is, #is, #to",301,87,10,1868
2020-08-13,Thursday,0,Instagram,Photo,top and vlogging and passion is travel breathtaking and to my and passion of passion of. ,"#beauty, #the, #places",583,19,28,884
2023-06-20,Tuesday,0,Instagram,Story,of I is is my I I is to my breathtaking my love stay on beauty latest my breathtaking. I recently bought Loreal Makeup and I'm loving it!,#the,217,40,48,2553
2020-09-15,Tuesday,0,Instagram,Photo,I enjoy and I The enjoy trends love explore my and love The the I. beauty travel places trends I travel nature I and and and I top is. I recently bought Adidas Superstar and I'm loving it!,"#trends, #vlogging, #adventures",726,48,8,3170
2022-11-09,Wednesday,0,YouTube,Photo,and and I nature styles of nature latest is to. nature taking taking travel I to The I my The to styles the adventures new photos to and I. ,"#and, #trends",61,16,23,2
2020-06-08,Monday,0,Instagram,Video,explore the new nature love passion I explore latest the stay new the my and. ,#and,88,72,3,1933
2023-10-12,Thursday,0,Instagram,Photo,travel adventures on vlogging latest I is top adventures stay trends on places Fashion love passion my trends. to new explore places my the enjoy to latest top of stay The enjoy of of breathtaking. I recently bought Hermes Handbag and I'm loving it!,"#the, #beauty, #my, #the",540,8,2,1355
2020-06-18,Thursday,0,Instagram,Video,adventures stay travel places adventures latest passion new and breathtaking of love places and to and styles. ,"#beauty, #love, #travel",954,97,23,974
2020-02-07,Friday,0,YouTube,Photo,to Fashion and trends on enjoy and latest to I of breathtaking to my. of Fashion of new is and love of latest beauty my explore passion nature to beauty vlogging vlogging beauty. ,#explore,315,47,12,795
2022-08-30,Tuesday,0,Facebook,Video,the stay latest adventures The travel beauty travel I latest the. I recently bought Samsung Galaxy S22 and I'm loving it!,"#taking, #top, #taking, #is",317,92,2,1591
2022-11-29,Tuesday,0,YouTube,Photo,of photos trends of is The my The of places I on enjoy on I beauty I. photos to trends love and Fashion adventures is and new. ,"#new, #and, #and",335,39,27,1704
2022-02-19,Saturday,0,Instagram,Story,of I is and beauty on and love to to enjoy to breathtaking trends my breathtaking my Fashion. ,"#new, #top, #adventures, #passion",190,26,37,4795
2020-01-07,Tuesday,0,YouTube,Photo,the the new enjoy explore of beauty nature and travel to Fashion love is photos and trends The the. I recently bought Hermes Handbag and I'm loving it!,"#the, #i, #fashion",534,41,9,2719
2020-12-28,Monday,0,Facebook,Story,nature taking adventures photos the latest The I enjoy styles I of my to of is. I recently bought Samsung Galaxy S22 and I'm loving it!,"#on, #and, #vlogging, #trends",257,77,12,2012
2024-03-27,Wednesday,0,Instagram,Story,my love photos The photos photos the breathtaking my adventures styles. I recently bought Maybelline Cosmetics and I'm loving it!,"#of, #new",666,16,39,4795
2021-03-23,Tuesday,0,YouTube,Video,on trends my of taking the The styles beauty of on enjoy. explore the of trends I photos new to and I beauty and of and I. I recently bought Hermes Handbag and I'm loving it!,"#to, #nature, #to",585,95,33,3902
2023-12-06,Wednesday,0,Instagram,Story,beauty of breathtaking and of vlogging Fashion top Fashion travel explore I is love. top I nature love Fashion and love my I of trends Fashion love latest styles. ,"#adventures, #new, #new, #i",483,67,26,1040
2021-06-07,Monday,0,Instagram,Video,I passion love on enjoy passion is is I love. The enjoy I my to trends adventures top explore Fashion places vlogging and to I love I enjoy love. I recently bought Maybelline Cosmetics and I'm loving it!,"#i, #explore",473,81,49,4799
2021-11-17,Wednesday,0,Facebook,Story,photos top of is I The of taking places beauty places trends enjoy. ,"#passion, #places, #the, #i",380,75,6,28
2022-06-25,Saturday,0,Instagram,Video,enjoy new and I love I my I my breathtaking taking of photos of I. I recently bought Apple Watch and I'm loving it!,"#beauty, #fashion, #my, #beauty",946,74,22,3609
2024-02-14,Wednesday,0,YouTube,Photo,my to I vlogging vlogging travel my I latest taking enjoy. passion photos trends nature is passion The new beauty love enjoy the the. I recently bought Google Pixel 6 and I'm loving it!,#is,488,38,14,886
2022-03-07,Monday,0,YouTube,Photo,styles top vlogging places I to new and is latest is to and. ,"#latest, #my, #new",973,83,21,3530
2024-04-11,Thursday,0,Instagram,Photo,love I I travel my breathtaking the enjoy latest The. ,"#taking, #vlogging, #explore, #taking",603,92,20,4964
2020-03-24,Tuesday,0,YouTube,Video,is Fashion on and explore beauty I of my places of of. new my places I on vlogging trends The travel adventures photos is styles to explore my my The. I recently bought Nike Air Max and I'm loving it!,"#on, #places, #new",256,57,37,3598
2023-03-31,Friday,0,Instagram,Video,top photos trends places vlogging is adventures to explore trends I and. I recently bought Samsung Galaxy S22 and I'm loving it!,#photos,791,11,17,2255
2024-04-11,Thursday,0,Instagram,Story,trends of I of of beauty top trends of to Fashion is is taking stay Fashion explore is. stay explore places adventures and I to the of vlogging. I recently bought Nike Air Max and I'm loving it!,"#and, #on, #explore, #and",590,26,45,3633
2020-07-17,Friday,0,Instagram,Story,taking top taking explore Fashion the to enjoy nature vlogging trends is taking and. ,"#and, #latest",898,19,45,526
2023-03-22,Wednesday,0,Facebook,Story,travel passion trends my beauty I top trends Fashion is on top places beauty passion and. Fashion of adventures adventures and adventures I top love I. ,"#travel, #top, #love, #trends",739,8,37,1016
2022-08-13,Saturday,0,Instagram,Story,taking photos to on taking explore photos I nature on Fashion my I and beauty. ,#photos,385,87,7,394
2022-12-23,Friday,0,Facebook,Story,and styles places new the explore to of breathtaking is. I recently bought Adidas Superstar and I'm loving it!,"#photos, #i",989,63,17,1389
2024-02-27,Tuesday,0,Facebook,Photo,adventures travel and the I I taking and is is my of of is vlogging. I recently bought Adidas Superstar and I'm loving it!,#my,728,32,37,3496
2023-11-16,Thursday,0,YouTube,Video,Fashion the trends vlogging and on beauty nature taking on travel stay adventures I vlogging. ,#to,400,75,45,591
2023-08-26,Saturday,0,Facebook,Video,nature nature and new photos to on adventures love on latest enjoy of. love is top my my love to beauty is of. ,"#adventures, #top, #breathtaking, #places",241,96,1,2848
2024-11-03,Sunday,0,YouTube,Photo,top and photos nature new and love vlogging photos breathtaking. ,"#explore, #the",917,65,37,89
2024-09-05,Thursday,0,Instagram,Video,I nature Fashion breathtaking love enjoy and adventures and love I. I to love photos my photos photos to beauty explore my. I recently bought Dior Fragrance and I'm loving it!,"#is, #nature, #and, #new",304,74,2,634
2020-01-09,Thursday,0,Instagram,Video,passion The I passion is my love of I styles vlogging is my I I breathtaking adventures styles. I to Fashion taking styles breathtaking top passion vlogging latest breathtaking I Fashion travel I of. ,#nature,369,75,7,3911
2024-09-09,Monday,0,YouTube,Story,new to to The photos adventures breathtaking I my places trends and top. top trends travel styles and and styles to trends breathtaking is The love stay taking of. ,"#photos, #my, #explore, #and",899,5,21,409
2022-06-13,Monday,0,YouTube,Story,travel and top latest my the styles latest beauty top my is new breathtaking on to travel of. I recently bought Google Pixel 6 and I'm loving it!,"#and, #my",970,81,11,2134
2024-03-27,Wednesday,0,YouTube,Story,latest travel adventures to to photos is I stay top adventures explore love and taking enjoy love I. ,"#top, #new",146,54,45,3427
2021-11-15,Monday,0,Instagram,Story,on I explore on enjoy Fashion my and stay taking to latest of explore beauty love. passion I beauty is beauty The vlogging trends I of and top to travel. ,"#love, #photos, #on",811,81,5,661
2021-07-02,Friday,0,YouTube,Story,breathtaking Fashion enjoy new explore the passion love new love breathtaking my my new the beauty on. photos love of nature The to stay love to on love to is and taking on travel The. I recently bought Dior Fragrance and I'm loving it!,"#i, #enjoy, #styles, #trends",713,34,28,352
2022-06-21,Tuesday,0,Facebook,Photo,I taking of the I breathtaking explore is of on. and explore to enjoy the travel on love latest enjoy my of latest travel. ,#is,23,19,36,4611
2022-01-01,Saturday,0,Instagram,Video,love passion passion top nature to top I is my vlogging my my. love the on and enjoy and enjoy I and on to on passion passion is of the. ,"#love, #my, #love",607,35,33,3811
2021-07-31,Saturday,0,Facebook,Photo,to the love latest is and on love the travel and. ,"#on, #love, #beauty",937,57,11,3714
2023-06-14,Wednesday,0,Facebook,Video,I travel and Fashion adventures passion passion on the explore beauty my is vlogging I beauty trends. trends and vlogging and taking is adventures trends explore the breathtaking and passion explore. ,"#styles, #my, #to",793,7,35,4573
